epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,28412,1.71062,0.70401,1.12739,0.56043,0.50199,0.50418,0.30018,2.42262,0.67447,1.12411,0.008976,0.008976,0.008976
130,28759.1,1.71716,0.70101,1.12589,0.55946,0.5048,0.50497,0.3006,2.42163,0.67427,1.12384,0.008968,0.008968,0.008968
131,29106.3,1.69979,0.7004,1.12725,0.5604,0.50225,0.50516,0.30066,2.42146,0.67401,1.12366,0.00896,0.00896,0.00896
132,29453.3,1.69572,0.70395,1.12453,0.5582,0.50578,0.50514,0.30074,2.41985,0.67361,1.12334,0.008952,0.008952,0.008952
133,29800.1,1.70476,0.69982,1.12434,0.55352,0.50805,0.506,0.3009,2.41759,0.67317,1.12311,0.008944,0.008944,0.008944
134,30147.5,1.71937,0.70058,1.12535,0.5578,0.50454,0.50659,0.30113,2.41626,0.6728,1.12289,0.008936,0.008936,0.008936
135,30494.4,1.69985,0.69995,1.12402,0.56161,0.50339,0.50665,0.30131,2.41501,0.67242,1.12278,0.008928,0.008928,0.008928
136,30841.2,1.71549,0.69562,1.12562,0.56134,0.50274,0.50683,0.30142,2.41401,0.67225,1.12252,0.00892,0.00892,0.00892
137,31188.4,1.68857,0.694,1.12506,0.56403,0.50154,0.50698,0.30159,2.41276,0.67185,1.12226,0.008912,0.008912,0.008912
138,31535.1,1.69399,0.69338,1.12594,0.56453,0.50193,0.50714,0.30131,2.41116,0.67129,1.12197,0.008904,0.008904,0.008904
139,31889.6,1.70717,0.69165,1.12461,0.56614,0.50157,0.50764,0.30157,2.40964,0.67112,1.12168,0.008896,0.008896,0.008896
140,32236.4,1.68846,0.69759,1.12346,0.56934,0.50054,0.50762,0.30146,2.40914,0.67098,1.1216,0.008888,0.008888,0.008888
141,32582.9,1.67524,0.69503,1.12164,0.568,0.50109,0.50784,0.30183,2.40888,0.67045,1.12156,0.00888,0.00888,0.00888
142,32929.7,1.67907,0.69434,1.12058,0.57433,0.49772,0.50808,0.30211,2.40738,0.6699,1.12136,0.008872,0.008872,0.008872
143,33277.2,1.66921,0.68982,1.11829,0.57289,0.49903,0.50807,0.3024,2.4063,0.66969,1.12116,0.008864,0.008864,0.008864
144,33623.7,1.67183,0.68591,1.11767,0.57338,0.49853,0.50792,0.30225,2.40548,0.66936,1.12096,0.008856,0.008856,0.008856
145,33970.1,1.6682,0.68539,1.11988,0.57227,0.49966,0.50812,0.30239,2.4047,0.66913,1.12083,0.008848,0.008848,0.008848
146,34316.2,1.66863,0.68396,1.1187,0.57267,0.49839,0.50884,0.30277,2.40324,0.66896,1.12072,0.00884,0.00884,0.00884
147,34662.8,1.66473,0.68547,1.12244,0.5696,0.50165,0.50962,0.30317,2.40199,0.6687,1.1206,0.008832,0.008832,0.008832
148,35009.4,1.67632,0.68697,1.12025,0.5699,0.50044,0.50979,0.30314,2.4007,0.66851,1.1204,0.008824,0.008824,0.008824
149,35355.7,1.67445,0.68128,1.11711,0.57215,0.49953,0.51013,0.30327,2.39934,0.66812,1.12035,0.008816,0.008816,0.008816
150,35702.2,1.66521,0.67922,1.11922,0.57374,0.498,0.51033,0.30329,2.39774,0.66785,1.12008,0.008808,0.008808,0.008808
151,36048.3,1.65188,0.67852,1.11539,0.57203,0.5004,0.51058,0.3035,2.39624,0.66746,1.11989,0.0088,0.0088,0.0088
152,36394.4,1.6561,0.67829,1.11568,0.57276,0.499,0.51062,0.30351,2.39522,0.66723,1.11978,0.008792,0.008792,0.008792
153,36740.2,1.66827,0.68115,1.11729,0.57166,0.50125,0.51074,0.30369,2.39527,0.66696,1.11978,0.008784,0.008784,0.008784
154,37086.3,1.65862,0.67749,1.11657,0.57184,0.50058,0.51089,0.30377,2.39453,0.6667,1.11973,0.008776,0.008776,0.008776
155,37432.4,1.64226,0.68159,1.1132,0.57226,0.50085,0.51094,0.30379,2.39373,0.66632,1.11953,0.008768,0.008768,0.008768
156,37778.6,1.65142,0.67448,1.11426,0.56763,0.505,0.51125,0.30395,2.3928,0.6662,1.11938,0.00876,0.00876,0.00876
157,38129.9,1.6458,0.67382,1.1162,0.56657,0.5066,0.51128,0.30384,2.39227,0.66604,1.1193,0.008752,0.008752,0.008752
158,38483.2,1.64446,0.67386,1.11414,0.56634,0.50713,0.5117,0.30395,2.39182,0.6659,1.11921,0.008744,0.008744,0.008744
159,38828.7,1.64695,0.67191,1.11585,0.56758,0.50613,0.5117,0.30399,2.39126,0.66569,1.11913,0.008736,0.008736,0.008736
160,39175,1.65346,0.67126,1.11115,0.56881,0.50496,0.5121,0.30421,2.39073,0.66543,1.11902,0.008728,0.008728,0.008728
161,39520.9,1.64607,0.67545,1.11577,0.56855,0.505,0.51189,0.30448,2.38997,0.66514,1.11894,0.00872,0.00872,0.00872
162,39866.9,1.64712,0.67419,1.11196,0.56984,0.50427,0.51185,0.30449,2.38918,0.66508,1.11888,0.008712,0.008712,0.008712
163,40212.6,1.64082,0.66911,1.11186,0.57075,0.50343,0.51186,0.30449,2.38812,0.66478,1.11865,0.008704,0.008704,0.008704
164,40562.1,1.65481,0.66937,1.11636,0.5716,0.50431,0.51197,0.30466,2.38733,0.66461,1.1186,0.008696,0.008696,0.008696
165,40908.1,1.63404,0.66922,1.10861,0.57312,0.50181,0.51207,0.30483,2.38604,0.66438,1.11844,0.008688,0.008688,0.008688
166,41253.9,1.64602,0.66099,1.11226,0.57183,0.50306,0.5123,0.30494,2.38575,0.66424,1.11845,0.00868,0.00868,0.00868
167,41599.9,1.62504,0.66752,1.10934,0.57089,0.50577,0.51248,0.30513,2.3848,0.66403,1.11834,0.008672,0.008672,0.008672
168,41945.6,1.63891,0.66759,1.10968,0.57163,0.50606,0.51234,0.30507,2.38425,0.66379,1.11816,0.008664,0.008664,0.008664
169,42290.8,1.62565,0.6679,1.11116,0.57214,0.50513,0.5119,0.30496,2.38387,0.66348,1.11816,0.008656,0.008656,0.008656
170,42636.4,1.63975,0.66031,1.10908,0.57318,0.50448,0.51199,0.30512,2.38369,0.66323,1.11807,0.008648,0.008648,0.008648
171,42981.3,1.61799,0.66041,1.1096,0.57312,0.50455,0.51241,0.30534,2.38283,0.66292,1.11787,0.00864,0.00864,0.00864
172,43326.7,1.62898,0.66735,1.10533,0.57406,0.50367,0.51253,0.30526,2.38175,0.66283,1.11774,0.008632,0.008632,0.008632
173,43671.6,1.63598,0.65909,1.10799,0.57272,0.50476,0.51284,0.30541,2.38131,0.66263,1.11767,0.008624,0.008624,0.008624
174,44017.2,1.61847,0.66145,1.10693,0.5725,0.50459,0.51297,0.30547,2.38047,0.66243,1.11753,0.008616,0.008616,0.008616
175,44362.6,1.61857,0.65746,1.10714,0.57832,0.50187,0.51328,0.30564,2.38049,0.66229,1.11752,0.008608,0.008608,0.008608
176,44708.1,1.63363,0.65797,1.10422,0.57885,0.5023,0.51349,0.30589,2.38019,0.66202,1.11746,0.0086,0.0086,0.0086
177,45053.6,1.61675,0.66099,1.10665,0.57677,0.5042,0.51328,0.30598,2.37953,0.66184,1.11741,0.008592,0.008592,0.008592
178,45408.6,1.60467,0.65485,1.10546,0.57733,0.50461,0.51338,0.30594,2.37872,0.66164,1.11732,0.008584,0.008584,0.008584
179,45764,1.61916,0.65766,1.10349,0.57815,0.50347,0.51356,0.3062,2.37826,0.66149,1.11721,0.008576,0.008576,0.008576
180,46119.6,1.62166,0.65966,1.10756,0.57912,0.50262,0.51373,0.30603,2.3781,0.66135,1.11716,0.008568,0.008568,0.008568
181,46466.1,1.60653,0.65164,1.1019,0.58056,0.50192,0.5136,0.3062,2.37727,0.66118,1.1171,0.00856,0.00856,0.00856
182,46812.3,1.60143,0.65226,1.10557,0.58149,0.50266,0.51392,0.30651,2.37681,0.66096,1.11699,0.008552,0.008552,0.008552
183,47158.9,1.60563,0.654,1.10238,0.58071,0.50369,0.51421,0.30663,2.37667,0.66077,1.11688,0.008544,0.008544,0.008544
184,47505.9,1.61583,0.65502,1.10381,0.57871,0.50579,0.51441,0.30669,2.37557,0.66056,1.11674,0.008536,0.008536,0.008536
185,47852.9,1.61303,0.64725,1.10598,0.57894,0.50636,0.51491,0.30665,2.37545,0.66027,1.11672,0.008528,0.008528,0.008528
